Nombre,Categoria1,Categoria2,UM,Precio Unitario,Precio,categoria_principal,Marca
Kéfir Dia Láctea vaso 500 g,Yogures y postres,Kéfir y otros yogures,KILO,3.18,1.59,Postres y yogures,Dia Láctea
Kéfir Pastoret tarrina 500 g,Yogures y postres,Kéfir y otros yogures,KILO,4.9,2.45,Postres y yogures,otra
Cuajada Caprichoso Dia pack 4 x 125 g,Yogures y postres,Cuajada,KILO,2.5,1.25,Postres y yogures,Dia
Cuajada sin azúcar Danone pack 2 x 135 g,Yogures y postres,Cuajada,KILO,5.52,1.49,Postres y yogures,otra
Arroz con leche con canela Caprichoso Dia pack 2 x 125 g,Yogures y postres,Arroz con leche y postre tradicional,KILO,5.96,1.49,Postres y yogures,Dia
Flan de huevo Doble 0% Caprichoso Dia pack 4 x 100 g,Yogures y postres,Natillas y flan,KILO,3.98,1.59,Postres y yogures,Dia
Natillas de chocolate Caprichoso Dia pack 4 x 125 g,Yogures y postres,Natillas y flan,KILO,2.1,1.05,Postres y yogures,Dia
Natillas sabor vainilla  Caprichoso Dia pack 4 x 125 g,Yogures y postres,Natillas y flan,KILO,2.1,1.05,Postres y yogures,Dia
Flan de huevo rico en proteí­nas Reina pack 2 x 160 g,Yogures y postres,Natillas y flan,KILO,6.22,1.99,Postres y yogures,otra
Natillas sabor chocolate rico en proteínas Reina pack 4 x 125 g,Yogures y postres,Natillas y flan,KILO,5.38,2.69,Postres y yogures,otra
Copa de vainilla con caramelo y nata Caprichoso Dia pack 4 x 115 g,Yogures y postres,Natillas y flan,KILO,3.02,1.39,Postres y yogures,Dia
Natilla de chocolate alta en proteínas Valio tarrina 180 g,Yogures y postres,Natillas y flan,KILO,9.17,1.65,Postres y yogures,otra
Natilla con sorpresa de chocolate y vainilla Dairy for fun tarrina 70 g,Yogures y postres,Natillas y flan,KILO,15.57,1.09,Postres y yogures,otra
Flan de café Caprichoso Dia pack 4 x 120 g,Yogures y postres,Natillas y flan,KILO,4.38,1.75,Postres y yogures,Dia
Crema de chocolate con bizcocho Caprichoso Dia pack 4 x 125 g,Yogures y postres,Natillas y flan,KILO,3.18,1.59,Postres y yogures,Dia
Flan de huevo al baño maría Reina pack 6 x 100 g,Yogures y postres,Natillas y flan,KILO,4.92,2.95,Postres y yogures,otra
Natillas de vainilla sin azúcar Reina pack 4 x 125 g,Yogures y postres,Natillas y flan,KILO,3.5,1.75,Postres y yogures,otra
"Crema bombón 0,7% materia grasa Clesa pack 4 x 125 g",Yogures y postres,Natillas y flan,KILO,3.46,1.73,Postres y yogures,otra
Crema bombón original Clesa pack 4 x 125 g,Yogures y postres,Natillas y flan,KILO,3.46,1.73,Postres y yogures,otra
Copa de chocolate de nata Danone pack 2 x 110 g,Yogures y postres,Natillas y flan,KILO,7.23,1.59,Postres y yogures,otra
Copa de chocolate y nata Caprichoso Dia pack 4 x 115 g,Yogures y postres,Natillas y flan,KILO,2.83,1.3,Postres y yogures,Dia
Flan de queso Caprichoso Dia pack 4 x 100 g,Yogures y postres,Natillas y flan,KILO,4.75,1.9,Postres y yogures,Dia
Natillas con galleta Reina pack 4 x 125 g,Yogures y postres,Natillas y flan,KILO,3.18,1.59,Postres y yogures,otra
Natillas de vainilla con galleta Caprichoso Dia pack 4 x 125 g,Yogures y postres,Natillas y flan,KILO,2.5,1.25,Postres y yogures,Dia
Flan de vainilla Caprichoso Dia pack 6 x 100 g,Yogures y postres,Natillas y flan,KILO,1.65,0.99,Postres y yogures,Dia
Crema catalana tardicional Pastoret tarrina 150 g,Yogures y postres,Gelatinas y otros postres,KILO,13.0,1.95,Postres y yogures,otra
Tarta de queso Caprichoso Dia tarrina 100 g,Yogures y postres,Gelatinas y otros postres,KILO,11.5,1.15,Postres y yogures,Dia
Carrot cake Caprichoso Dia pack 2 x 90 g,Yogures y postres,Gelatinas y otros postres,KILO,8.28,1.49,Postres y yogures,Dia
Crema de chocolate con galleta y caramelo salado Caprichoso Dia pack 2 x 110 g,Yogures y postres,Gelatinas y otros postres,KILO,8.14,1.79,Postres y yogures,Dia
Mousse de cacao alta en proteínas Dia Láctea vaso 200 g,Yogures y postres,Gelatinas y otros postres,KILO,6.45,1.29,Postres y yogures,Dia Láctea
Mousse de chocolate rico en proteínas Reina pack 2 x 100 g,Yogures y postres,Gelatinas y otros postres,KILO,8.65,1.73,Postres y yogures,otra
Postre vegetal de chocolate con cereza Vegedia vaso 150 g,Yogures y postres,Gelatinas y otros postres,KILO,5.67,0.85,Postres y yogures,otra
Postre vegetal de chocolate Vegedia vaso 150 g,Yogures y postres,Gelatinas y otros postres,KILO,5.67,0.85,Postres y yogures,otra
Postre vegetal de avena con albaricoque Vegedia vaso 150 g,Yogures y postres,Gelatinas y otros postres,KILO,5.67,0.85,Postres y yogures,otra
Postre vegetal de avena con fresa Vegedia vaso 150 g,Yogures y postres,Gelatinas y otros postres,KILO,5.67,0.85,Postres y yogures,otra
Postre vegetal de arándano con bebida de coco Vegedia vaso 150 g,Yogures y postres,Gelatinas y otros postres,KILO,5.67,0.85,Postres y yogures,otra
Postre vegetal de mango y piña con bebida de coco Vegedia vaso 150 g,Yogures y postres,Gelatinas y otros postres,KILO,5.67,0.85,Postres y yogures,otra
Tocino de cielo Caprichoso Dia pack 2 x 100 g,Yogures y postres,Gelatinas y otros postres,KILO,7.45,1.49,Postres y yogures,Dia
Gelatina sabor frutas alto en proteínas Dia Láctea pack 4 x 100 g,Yogures y postres,Gelatinas y otros postres,KILO,3.13,1.25,Postres y yogures,Dia Láctea
Tiramisú Caprichoso Dia pack 2 x 90 g,Yogures y postres,Gelatinas y otros postres,KILO,7.17,1.29,Postres y yogures,Dia
Gelatina de arándanos Royal pack 4 x 90 g,Yogures y postres,Gelatinas y otros postres,KILO,4.97,1.79,Postres y yogures,otra
Cheesecake Caprichoso Dia pack 2 x 90 g,Yogures y postres,Gelatinas y otros postres,KILO,8.67,1.56,Postres y yogures,Dia
Postre lácteo serradura Caprichoso Dia pack 2 x 85 g,Yogures y postres,Gelatinas y otros postres,KILO,8.76,1.49,Postres y yogures,Dia
"Gelatina de fresa, limón y multifruta Sueños Dia pack 6 x 100 g",Yogures y postres,Gelatinas y otros postres,KILO,1.65,0.99,Postres y yogures,Dia
Gelatina de fresa Caprichoso Dia pack 6 x 100 g,Yogures y postres,Gelatinas y otros postres,KILO,1.65,0.99,Postres y yogures,Dia
Gelatina sabor fresa sin azúcar Royal pack 4 x 90 g,Yogures y postres,Gelatinas y otros postres,KILO,5.25,1.89,Postres y yogures,otra
Ensalada china Vegecampo de Dia frasco 180 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,6.67,1.2,"Conservas, caldos y cremas",Dia
Espárragos blancos muy gruesos 6/9 piezas Vegecampo de Dia frasco 325 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,9.23,3.0,"Conservas, caldos y cremas",Dia
Champiñón laminado Vegecampo de Dia lata 3 x 105 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,7.46,2.35,"Conservas, caldos y cremas",Dia
Maíz dulce Vegecampo de Dia lata 3 x 140 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,3.69,1.55,"Conservas, caldos y cremas",Dia
Pimientos del piquillo en tiras con ajo Vegecampo de Dia frasco 225 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,3.91,0.88,"Conservas, caldos y cremas",Dia
Guisantes muy finos Vegecampo de Dia lata 250 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,3.56,0.89,"Conservas, caldos y cremas",Dia
Espárragos blancos medianos extra Vegecampo de Dia frasco 205 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,9.76,2.0,"Conservas, caldos y cremas",Dia
Brotes de soja Bonduelle lata 3 x 90 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,12.56,3.39,"Conservas, caldos y cremas",otra
Maíz dulce sin azúcar añadido Bonduelle lata 150 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,9.07,1.36,"Conservas, caldos y cremas",otra
Berenjena seca en aceite Emperatriz frasco 80 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,26.88,2.15,"Conservas, caldos y cremas",otra
Mixto de verduras en aceite Emperatriz frasco 90 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,26.88,2.15,"Conservas, caldos y cremas",otra
Berenjena de Almagro aliñada Calzado frasco 200 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,12.45,2.49,"Conservas, caldos y cremas",otra
Espárragos verdes medios 9/16 piezas Celorrio frasco 180 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,14.72,2.65,"Conservas, caldos y cremas",otra
Corazones de berenjena Antonio frasco 300 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,9.83,2.95,"Conservas, caldos y cremas",otra
Brotes de soja verde Diamir frasco 180 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,8.89,1.6,"Conservas, caldos y cremas",Dia
Remolacha en tiras Rioverde frasco 180 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,6.06,1.09,"Conservas, caldos y cremas",otra
Corazones de alcachofas 6/10 Carcar frasco 250 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,15.8,3.95,"Conservas, caldos y cremas",otra
Pimientos asados en tiras Joyas del valle lata 3 x 60 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,10.83,1.95,"Conservas, caldos y cremas",otra
Edamame Gvtarra frasco 185 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,14.54,2.69,"Conservas, caldos y cremas",otra
Menestra de verduras Dantza frasco 210 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,11.86,2.49,"Conservas, caldos y cremas",otra
Ensalada de pimientos del piquillo asados con atún Alsur bandeja 275 g,"Conservas, caldos y cremas",Conservas vegetales,KILO,9.42,2.59,"Conservas, caldos y cremas",otra
Sopa de pollo con fideos Gallina Blanca sobre 71 g,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",KILO,11.97,0.85,"Conservas, caldos y cremas",otra
Sopa de ternera con estrellitas Gallina Blanca sobre 74 g,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",KILO,11.49,0.85,"Conservas, caldos y cremas",otra
Sopa de ave con fideos Gallina Blanca sobre 76 g,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",KILO,11.18,0.85,"Conservas, caldos y cremas",otra
Pastillas de caldo de pollo Gallina Blanca Avecrem caja 8 unidades,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",UNIDAD,0.13,1.0,"Conservas, caldos y cremas",otra
Pastillas de caldo de pollo Gallina Blanca Avecrem caja 24 unidades,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",UNIDAD,0.12,2.95,"Conservas, caldos y cremas",otra
Caldo vegetal Knorr caja 12 unidades,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",UNIDAD,0.14,1.69,"Conservas, caldos y cremas",otra
Puré de patatas Patatas Unidas Dia caja 500 g,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",KILO,3.9,1.95,"Conservas, caldos y cremas",Dia
Caldo de pollo Al Punto Dia caja 24 unidades,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",UNIDAD,0.06,1.4,"Conservas, caldos y cremas",Dia
Sopa de pollo con fideos  Al Punto Dia sobre 71 g,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",KILO,6.2,0.44,"Conservas, caldos y cremas",Dia
Sopa maravilla Al Punto Dia sobre 90 g,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",KILO,6.11,0.55,"Conservas, caldos y cremas",Dia
Caldo sabor a carne Al Punto Dia caja 24 unidades,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",UNIDAD,0.07,1.75,"Conservas, caldos y cremas",Dia
Caldo de pescado Al Punto Dia caja 12 unidades,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",UNIDAD,0.07,0.85,"Conservas, caldos y cremas",Dia
Caldo de verduras Al Punto Dia caja 12 unidades,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",UNIDAD,0.07,0.85,"Conservas, caldos y cremas",Dia
Sopa minestrina Frozen Knorr bolsa 40 g,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",KILO,24.75,0.99,"Conservas, caldos y cremas",otra
Caldo de carne Gallina Blanca Avecrem caja 20 unidades,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",UNIDAD,0.09,1.89,"Conservas, caldos y cremas",otra
Caldo de pollo 100% natural Gallina Blanca Avecrem caja 10 unidades,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",UNIDAD,0.17,1.65,"Conservas, caldos y cremas",otra
Caldo de carne Knorr caja 18 unidades,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",UNIDAD,0.1,1.86,"Conservas, caldos y cremas",otra
Fideos orientales yakisoba Gallina Blanca Yatekomo bolsa 93 g,Pizzas y platos preparados,Comida internacional,KILO,17.1,1.59,Pizzas y platos preparados,Yatekomo
Fideos orientales yakisoba pollo Gallina Blanca Yatekomo bolsa 93 g,Pizzas y platos preparados,Comida internacional,KILO,17.1,1.59,Pizzas y platos preparados,Yatekomo
Noodles orientales sabor verduras Dia vaso 65 g,Pizzas y platos preparados,Comida internacional,KILO,13.08,0.85,Pizzas y platos preparados,Dia
Noodles orientales sabor pollo Dia vaso 65 g,Pizzas y platos preparados,Comida internacional,KILO,13.08,0.85,Pizzas y platos preparados,Dia
Fideos orientales yakisoba Gallina Blanca Yatekomo vaso 93 g,Pizzas y platos preparados,Comida internacional,KILO,20.97,1.95,Pizzas y platos preparados,Yatekomo
Fideos orientales yakisoba pollo Gallina Blanca Yatekomo vaso 93 g,Pizzas y platos preparados,Comida internacional,KILO,20.97,1.95,Pizzas y platos preparados,Yatekomo
Caldo de pescado Knorr caja 12 unidades,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",UNIDAD,0.14,1.69,"Conservas, caldos y cremas",otra
Crema de espárragos Gallina Blanca Sopinstant caja 57 g,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",KILO,26.14,1.49,"Conservas, caldos y cremas",otra
Sopa jardinera Gallina Blanca sobre 77 g,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",KILO,11.04,0.85,"Conservas, caldos y cremas",otra
Sopa de cocido con fideos Gallina Blanca sobre 72 g,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",KILO,11.81,0.85,"Conservas, caldos y cremas",otra
Crema de pollo con picatostes Gallina Blanca Sopinstant caja 63 g,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",KILO,23.65,1.49,"Conservas, caldos y cremas",otra
Caldo natural de pollo Aneto brik 1 l,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,3.95,3.95,"Conservas, caldos y cremas",otra
Caldo ramen de pollo Itsu brik 500 ml,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,5.9,2.95,"Conservas, caldos y cremas",otra
Caldo gourmet de pollo con jamón Gallina Blanca brik 1 l,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,2.99,2.99,"Conservas, caldos y cremas",otra
Caldo casero de pollo y 8 verduras Gallina Blanca brik 1 l,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,2.2,2.2,"Conservas, caldos y cremas",otra
Caldo de verduras Al Punto Dia brik 1 l,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,1.0,1.0,"Conservas, caldos y cremas",Dia
Caldo para paella Al Punto Dia brik 1 l,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,2.1,2.1,"Conservas, caldos y cremas",Dia
Crema de calabaza Suquipa bote 500 g,"Conservas, caldos y cremas",Cremas y caldos líquidos,KILO,3.98,1.99,"Conservas, caldos y cremas",otra
Crema de verduras Suquipa bote 500 g,"Conservas, caldos y cremas",Cremas y caldos líquidos,KILO,3.98,1.99,"Conservas, caldos y cremas",otra
Fumet de pescado Gallina Blanca brik 1 l,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,3.49,3.49,"Conservas, caldos y cremas",otra
Caldo gourmet de pollo Gallina Blanca brik 1 l,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,2.99,2.99,"Conservas, caldos y cremas",otra
Caldo natural de verduras Gallo brik 1 l,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,1.99,1.99,"Conservas, caldos y cremas",otra
Caldo natural de pollo con jamón ibérico Gallo brik 1 l,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,1.99,1.99,"Conservas, caldos y cremas",otra
Caldo natural de cocido Gallo brik 1 l,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,1.99,1.99,"Conservas, caldos y cremas",otra
Caldo natural de pollo Gallo brik 1 l,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,1.99,1.99,"Conservas, caldos y cremas",otra
Caldo natural de cocido madrileño Aneto brik 1 l,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,4.5,4.5,"Conservas, caldos y cremas",otra
Crema de calabaza Al Punto Dia brik 500 ml,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,2.2,1.1,"Conservas, caldos y cremas",Dia
Crema de verduras Al Punto Dia brik 500 ml,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,2.2,1.1,"Conservas, caldos y cremas",Dia
Crema de calabacín con queso Al Punto Dia brik 500 ml,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,2.2,1.1,"Conservas, caldos y cremas",Dia
Caldo de pescado Al Punto Dia brik 1 l,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,1.15,1.15,"Conservas, caldos y cremas",Dia
Crema de puerro y patata Knorr sobre 500 ml,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,4.58,2.29,"Conservas, caldos y cremas",otra
Crema de verduras de la huerta Knorr sobre 500 ml,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,4.58,2.29,"Conservas, caldos y cremas",otra
Crema de verduras mediterráneas Knorr caja 500 ml,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,4.78,2.39,"Conservas, caldos y cremas",otra
"Crema de zanahoria, calabaza y guisantes Knorr brik 500 ml","Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,4.58,2.29,"Conservas, caldos y cremas",otra
Caldo casero de puchero Gallina Blanca brik 1 l,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,2.2,2.2,"Conservas, caldos y cremas",otra
Crema casera de pollo con verduras Gallina Blanca brik 500 ml,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,3.98,1.99,"Conservas, caldos y cremas",otra
Caldo de cocido 100% natural Gallina Blanca brik 2 x 1 l,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,2.08,4.15,"Conservas, caldos y cremas",otra
Caldo natural de verduras Aneto brik 1 l,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,3.95,3.95,"Conservas, caldos y cremas",otra
Caldo casero de verduras Gallina Blanca brik 1 l,"Conservas, caldos y cremas",Cremas y caldos líquidos,LITRO,2.2,2.2,"Conservas, caldos y cremas",otra
Guindillas en vinagre Vegecampo de Dia frasco 120 g,"Patatas fritas, encurtidos y frutos secos",Aceitunas y encurtidos,KILO,10.42,1.25,Aperitivos,Dia
Picadillo de variantes Vegecampo de Dia frasco 200 g,"Patatas fritas, encurtidos y frutos secos",Aceitunas y encurtidos,KILO,6.95,1.39,Aperitivos,Dia
Aceitunas verdes con hueso Vegecampo de Dia frasco 500 g,"Patatas fritas, encurtidos y frutos secos",Aceitunas y encurtidos,KILO,5.2,2.6,Aperitivos,Dia
Aceitunas suaves rellenas de anchoa La española lata 130 g,"Patatas fritas, encurtidos y frutos secos",Aceitunas y encurtidos,KILO,18.08,2.35,Aperitivos,otra
Aceitunas manzanilla rellena de anchoa Fragata lata 130 g,"Patatas fritas, encurtidos y frutos secos",Aceitunas y encurtidos,KILO,14.54,1.89,Aperitivos,otra
Jalapeños en rodajas Rioverde frasco 85 g,"Patatas fritas, encurtidos y frutos secos",Aceitunas y encurtidos,KILO,19.41,1.65,Aperitivos,otra
Aceitunas rellenas de trufa La explanada lata 150 g,"Patatas fritas, encurtidos y frutos secos",Aceitunas y encurtidos,KILO,13.27,1.99,Aperitivos,otra
Aceitunas hechizos del sur Sarasa lata 160 g,"Patatas fritas, encurtidos y frutos secos",Aceitunas y encurtidos,KILO,9.69,1.55,Aperitivos,otra
