Nombre,Categoria1,Categoria2,UM,Precio Unitario,Precio,categoria_principal,Marca
pan tostado original Wasa paquete 205 g,"Panes, harinas y masas",Picos y panes tostados,KILO,12.15,2.49,Panaderia y pasteleria,otra
Pan chapata rústica Recondo caja 180 g,"Panes, harinas y masas",Picos y panes tostados,KILO,13.61,2.45,Panaderia y pasteleria,otra
Mini biscotes El molino de Dia bolsa 240 g,"Panes, harinas y masas",Picos y panes tostados,KILO,7.04,1.69,Panaderia y pasteleria,Dia
Biscotes integrales El molino de Dia bolsa 540 g,"Panes, harinas y masas",Picos y panes tostados,KILO,3.69,1.99,Panaderia y pasteleria,Dia
Biscotes El molino de Dia bolsa 540 g,"Panes, harinas y masas",Picos y panes tostados,KILO,3.61,1.95,Panaderia y pasteleria,Dia
Palitos de pan con queso Naturmundo de Dia bolsa 90 g,"Panes, harinas y masas",Picos y panes tostados,KILO,8.78,0.79,Panaderia y pasteleria,Dia
Palitos de pan con pipas Naturmundo de Dia bolsa 90 g,"Panes, harinas y masas",Picos y panes tostados,KILO,8.78,0.79,Panaderia y pasteleria,Dia
Panecillos tostados El molino de Dia bolsa 225 g,"Panes, harinas y masas",Picos y panes tostados,KILO,3.51,0.79,Panaderia y pasteleria,Dia
Pan tostado con sésamo Wasa paquete 200 g,"Panes, harinas y masas",Picos y panes tostados,KILO,12.95,2.59,Panaderia y pasteleria,otra
Regañás El molino de Dia bolsa 250 g,"Panes, harinas y masas",Picos y panes tostados,KILO,4.36,1.09,Panaderia y pasteleria,Dia
Picos de Antequera El molino de Dia bolsa 150 g,"Panes, harinas y masas",Picos y panes tostados,KILO,11.27,1.69,Panaderia y pasteleria,Dia
Piquitos bajo contenido en sal El molino de Dia bolsa 180 g,"Panes, harinas y masas",Picos y panes tostados,KILO,5.39,0.97,Panaderia y pasteleria,Dia
Picos rústicos con aceite de oliva El molino de Dia bolsa 130 g,"Panes, harinas y masas",Picos y panes tostados,KILO,12.23,1.59,Panaderia y pasteleria,Dia
Cóctel de picos El molino de Dia bolsa 250 g,"Panes, harinas y masas",Picos y panes tostados,KILO,5.0,1.25,Panaderia y pasteleria,Dia
Pan tostado tradicional Ortiz bolsa 36 unidades,"Panes, harinas y masas",Picos y panes tostados,UNIDAD,0.08,2.99,Panaderia y pasteleria,otra
Pan tostado integral Ortiz bolsa 36 unidades,"Panes, harinas y masas",Picos y panes tostados,UNIDAD,0.08,2.99,Panaderia y pasteleria,otra
Pan tostado multicereales Ortiz bolsa 36 unidades,"Panes, harinas y masas",Picos y panes tostados,UNIDAD,0.08,2.99,Panaderia y pasteleria,otra
Picos artesanos de jerez Horno la gañania bolsa 400 g,"Panes, harinas y masas",Picos y panes tostados,KILO,5.13,2.05,Panaderia y pasteleria,otra
Picos camperos El molino de Dia bolsa 250 g,"Panes, harinas y masas",Picos y panes tostados,KILO,3.96,0.99,Panaderia y pasteleria,Dia
Pan rallado sin gluten Panceliac bolsa 400 g,"Panes, harinas y masas",Pan rallado,KILO,6.73,2.69,Panaderia y pasteleria,otra
Preparado para rebozar crujiente sin gluten Esgir bolsa 200 g,"Panes, harinas y masas",Pan rallado,KILO,7.0,1.4,Panaderia y pasteleria,otra
Pan rallado con ajo y perejil El molino de Dia bolsa 500 g,"Panes, harinas y masas",Pan rallado,KILO,2.1,1.05,Panaderia y pasteleria,Dia
Harina de trigo El molino de Dia paquete 1 Kg,"Panes, harinas y masas",Harinas y levaduras,KILO,0.7,0.7,Panaderia y pasteleria,Dia
Harina mix sin gluten Gallo caja 500 g,"Panes, harinas y masas",Harinas y levaduras,KILO,4.96,2.48,Panaderia y pasteleria,otra
Harina multiusos sin gluten Natur Dacsa bolsa 1 Kg,"Panes, harinas y masas",Harinas y levaduras,KILO,3.95,3.95,Panaderia y pasteleria,otra
Levadura fresca Levanova 2 x 25 g,"Panes, harinas y masas",Harinas y levaduras,KILO,9.8,0.49,Panaderia y pasteleria,otra
Harina de bizcocho Gallo paquete 1 Kg,"Panes, harinas y masas",Harinas y levaduras,KILO,1.79,1.79,Panaderia y pasteleria,otra
Harina de fuerza El molino de Dia paquete 1 Kg,"Panes, harinas y masas",Harinas y levaduras,KILO,0.9,0.9,Panaderia y pasteleria,Dia
Levadura en polvo Delimagic de Dia sobre 90 g,"Panes, harinas y masas",Harinas y levaduras,KILO,7.67,0.69,Panaderia y pasteleria,Dia
Harina integral de trigo Gallo paquete 1 Kg,"Panes, harinas y masas",Harinas y levaduras,KILO,1.63,1.63,Panaderia y pasteleria,otra
Levadura de panadería Royal caja 27.5 g,"Panes, harinas y masas",Harinas y levaduras,KILO,79.64,2.19,Panaderia y pasteleria,otra
Levadura de panadería Maizena caja 28 g,"Panes, harinas y masas",Harinas y levaduras,KILO,71.07,1.99,Panaderia y pasteleria,otra
Harina de trigo para repostería Gallo paquete 1 Kg,"Panes, harinas y masas",Harinas y levaduras,KILO,1.63,1.63,Panaderia y pasteleria,otra
Harina 100% de maíz blanco Pan bolsa 1 Kg,"Panes, harinas y masas",Harinas y levaduras,KILO,2.49,2.49,Panaderia y pasteleria,otra
Preparado para hornear en polvo Royal caja 96 g,"Panes, harinas y masas",Harinas y levaduras,KILO,28.02,2.69,Panaderia y pasteleria,otra
Harina de maíz Maizena caja 400 g,"Panes, harinas y masas",Harinas y levaduras,KILO,7.48,2.99,Panaderia y pasteleria,otra
Harina de trigo Gallo paquete 1 Kg,"Panes, harinas y masas",Harinas y levaduras,KILO,1.39,1.39,Panaderia y pasteleria,otra
Masa fina para pizza Al Punto Dia bolsa 260 g,"Panes, harinas y masas",Masas y hojaldres,KILO,4.58,1.19,Panaderia y pasteleria,Dia
Masa de hojaldre rectangular Buitoni 230 g,"Panes, harinas y masas",Masas y hojaldres,KILO,9.09,2.09,Panaderia y pasteleria,otra
Masa para pizza finíssima redonda Buitoni bolsa 230 g,"Panes, harinas y masas",Masas y hojaldres,KILO,8.65,1.99,Panaderia y pasteleria,otra
Masa hojaldre Casa Tarradellas bandeja 260 g,"Panes, harinas y masas",Masas y hojaldres,KILO,5.58,1.45,Panaderia y pasteleria,otra
Masa fina para pizza Casa Tarradellas bandeja 260 g,"Panes, harinas y masas",Masas y hojaldres,KILO,5.58,1.45,Panaderia y pasteleria,otra
Masa quebrada Al Punto Dia bolsa 230 g,"Panes, harinas y masas",Masas y hojaldres,KILO,5.61,1.29,Panaderia y pasteleria,Dia
Masa de hojaldre Al Punto Dia bolsa 230 g,"Panes, harinas y masas",Masas y hojaldres,KILO,5.17,1.19,Panaderia y pasteleria,Dia
Sirope de arce puro Mary Lee bote 250 ml,"Panes, harinas y masas",Preparados para postres,LITRO,25.96,6.49,Panaderia y pasteleria,otra
Chocolate con leche para repostería Dr. Oetker bolsa 150 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,23.93,3.59,"Azúcar, caramelos y chocolate",otra
Preparado para brownies Mary Lee caja 500 g,"Panes, harinas y masas",Preparados para postres,KILO,7.9,3.95,Panaderia y pasteleria,otra
Preparado para cuajada Royal caja 60 g,"Panes, harinas y masas",Preparados para postres,KILO,34.83,2.09,Panaderia y pasteleria,otra
Preparado para flanes y natillas Flanin caja 192 g,"Panes, harinas y masas",Preparados para postres,KILO,8.54,1.64,Panaderia y pasteleria,otra
Gelatina sabor limón Royal caja 114 g,"Panes, harinas y masas",Preparados para postres,KILO,24.47,2.79,Panaderia y pasteleria,otra
Gelatina sabor fresa Royal caja 114 g,"Panes, harinas y masas",Preparados para postres,KILO,24.47,2.79,Panaderia y pasteleria,otra
Aroma de vainilla de Madagascar Dr. Oetker bote 35 ml,"Panes, harinas y masas",Preparados para postres,LITRO,134.0,4.69,Panaderia y pasteleria,otra
Perlitas de chocolate Dr. Oetker bolsa 100 g,"Panes, harinas y masas",Preparados para postres,KILO,23.9,2.39,Panaderia y pasteleria,otra
Almendras molidas Dr. Oetker bolsa 130 g,"Panes, harinas y masas",Preparados para postres,KILO,29.92,3.89,Panaderia y pasteleria,otra
Coco rallado Dr. Oetker bolsa 130 g,"Panes, harinas y masas",Preparados para postres,KILO,17.62,2.29,Panaderia y pasteleria,otra
Preparado para bizcocho sin gluten Dr. Oetker caja 410 g,"Panes, harinas y masas",Preparados para postres,KILO,11.68,4.79,Panaderia y pasteleria,otra
Gelatina sabor sandía sin azúcar Royal caja 31 g,"Panes, harinas y masas",Preparados para postres,KILO,88.71,2.75,Panaderia y pasteleria,otra
Caramelo líquido Delimagic de Dia botella 400 g,"Panes, harinas y masas",Preparados para postres,KILO,5.73,2.29,Panaderia y pasteleria,Dia
Gelatina sabor arándano sin azúcar Royal caja 31 g,"Panes, harinas y masas",Preparados para postres,KILO,90.0,2.79,Panaderia y pasteleria,otra
Gelatina neutra en polvo Royal caja 20 g,"Panes, harinas y masas",Preparados para postres,KILO,114.5,2.29,Panaderia y pasteleria,otra
Decomagia fantasía Dr. Oetker caja 78 g,"Panes, harinas y masas",Preparados para postres,KILO,62.69,4.89,Panaderia y pasteleria,otra
Aroma de vainilla Dr. Oetker blister 8 g,"Panes, harinas y masas",Preparados para postres,KILO,336.25,2.69,Panaderia y pasteleria,otra
Preparado para tarta de queso Royal caja 325 g,"Panes, harinas y masas",Preparados para postres,KILO,12.28,3.99,Panaderia y pasteleria,otra
Sirope de chocolate Delimagic de Dia botella 295 g,"Panes, harinas y masas",Preparados para postres,KILO,5.59,1.65,Panaderia y pasteleria,Dia
Sirope de fresa Delimagic de Dia botella 295 g,"Panes, harinas y masas",Preparados para postres,KILO,5.59,1.65,Panaderia y pasteleria,Dia
Preparado para tarta de chocolate milka Royal caja 350 g,"Panes, harinas y masas",Preparados para postres,KILO,12.86,4.5,Panaderia y pasteleria,otra
Colorantes alimentarios Dr. Oetker caja 40 g,"Panes, harinas y masas",Preparados para postres,KILO,94.75,3.79,Panaderia y pasteleria,otra
Bífidus con pera Activia pack 4 x 120 g,Yogures y postres,Yogures bífidus y colesterol,KILO,6.23,2.99,Postres y yogures,otra
Bífidus con frutos del bosque Activia pack 4 x 120 g,Yogures y postres,Yogures bífidus y colesterol,KILO,6.23,2.99,Postres y yogures,otra
Cremoso desnatado con fresa Bífidus Dia pack 4 x 125 g,Yogures y postres,Yogures bífidus y colesterol,KILO,2.58,1.29,Postres y yogures,Dia
Yogur desnatado líquido natural Actimel pack 6+2 x 100 g,Yogures y postres,Yogures bífidus y colesterol,KILO,4.99,3.99,Postres y yogures,otra
Yogur líquido natural Actimel pack 12 x 100 g,Yogures y postres,Yogures bífidus y colesterol,KILO,4.99,5.99,Postres y yogures,otra
Bífidus natural desnatado Activia pack 4 x 120 g,Yogures y postres,Yogures bífidus y colesterol,KILO,5.81,2.79,Postres y yogures,otra
Bífidus cremoso sabor fresa Activia pack 4 x 115 g,Yogures y postres,Yogures bífidus y colesterol,KILO,5.2,2.39,Postres y yogures,otra
"Bífidus con coco, avena y nueces Activia pack 4 x 115 g",Yogures y postres,Yogures bífidus y colesterol,KILO,6.5,2.99,Postres y yogures,otra
Bífidus natural desnatado Activia pack 8 x 120 g,Yogures y postres,Yogures bífidus y colesterol,KILO,4.16,3.99,Postres y yogures,otra
Yogur desnatado líquido de fresa Actimel pack 6 x 100 g,Yogures y postres,Yogures bífidus y colesterol,KILO,6.65,3.99,Postres y yogures,otra
Pudding sabor chocolate rico en proteínas Yopro tarrina 180 g,Yogures y postres,Yogures bífidus y colesterol,KILO,9.94,1.79,Postres y yogures,otra
Yogur líquido natural Actimel pack 6 x 100 g,Yogures y postres,Yogures bífidus y colesterol,KILO,6.65,3.99,Postres y yogures,otra
Pudding sabor caramelo rico en proteínas Yopro tarrina 180 g,Yogures y postres,Yogures bífidus y colesterol,KILO,9.94,1.79,Postres y yogures,otra
Yogur desnatado líquido de fresa L-Casei Dia pack 12 x 100 g,Yogures y postres,Yogures bífidus y colesterol,KILO,2.0,2.4,Postres y yogures,Dia
Cremoso con fresa y nueces Bífidus Dia pack 4 x 125 g,Yogures y postres,Yogures bífidus y colesterol,KILO,2.58,1.29,Postres y yogures,Dia
Cremoso desnatado con piña y coco Bífidus Dia pack 4 x 125 g,Yogures y postres,Yogures bífidus y colesterol,KILO,2.58,1.29,Postres y yogures,Dia
Cremoso desnatado con ciruela y kiwi Bífidus Dia pack 4 x 125 g,Yogures y postres,Yogures bífidus y colesterol,KILO,2.58,1.29,Postres y yogures,Dia
Cremoso desnatado con melocotón Bífidus Dia pack 4 x 125 g,Yogures y postres,Yogures bífidus y colesterol,KILO,2.58,1.29,Postres y yogures,Dia
Cremoso lima y limón Bífidus Dia pack 4 x 125 g,Yogures y postres,Yogures bífidus y colesterol,KILO,2.58,1.29,Postres y yogures,Dia
Cremoso con manzanas asadas Bífidus Dia pack 4 x 125 g,Yogures y postres,Yogures bífidus y colesterol,KILO,2.58,1.29,Postres y yogures,Dia
Cremoso sabor vainilla Bífidus Dia pack 4 x 125 g,Yogures y postres,Yogures bífidus y colesterol,KILO,2.58,1.29,Postres y yogures,Dia
Cremoso natural desnatado edulcorado Bífidus Dia pack 4 x 125 g,Yogures y postres,Yogures bífidus y colesterol,KILO,2.18,1.09,Postres y yogures,Dia
Cremoso natural Bífidus Dia pack 4 x 125 g,Yogures y postres,Yogures bífidus y colesterol,KILO,2.18,1.09,Postres y yogures,Dia
Bífidus desnatado con semillas chía y almendras Activia pack 4 x 115 g,Yogures y postres,Yogures bífidus y colesterol,KILO,6.5,2.99,Postres y yogures,otra
Yogur natural azucarado Danone pack 8 x 120 g,Yogures y postres,Yogures naturales,KILO,2.07,1.99,Postres y yogures,otra
Yogur natural de cabra Suerte Ampanera frasco 420 g,Yogures y postres,Yogures naturales,KILO,7.5,3.15,Postres y yogures,otra
Yogur natural con azúcar de caña Dia Láctea pack 8 x 125 g,Yogures y postres,Yogures naturales,KILO,1.49,1.49,Postres y yogures,Dia Láctea
Yogur natural azucarado Dia Láctea pack 8 x 125 g,Yogures y postres,Yogures naturales,KILO,1.49,1.49,Postres y yogures,Dia Láctea
Yogur natural Dia Láctea pack 8 x 125 g,Yogures y postres,Yogures naturales,KILO,1.49,1.49,Postres y yogures,Dia Láctea
Yogur natural líquido con azúcar de caña Dia Láctea botella 1 Kg,Yogures y postres,Yogures naturales,KILO,1.49,1.49,Postres y yogures,Dia Láctea
Leche fermentada natural azucarada sin lactosa Dia Láctea pack 4 x 125 g,Yogures y postres,Yogures naturales,KILO,3.1,1.55,Postres y yogures,Dia Láctea
Yogur natural Danone pack 2 x 130 g,Yogures y postres,Yogures naturales,KILO,6.35,1.65,Postres y yogures,otra
Yogur natural Danone pack 8 x 120 g,Yogures y postres,Yogures naturales,KILO,2.07,1.99,Postres y yogures,otra
Yogur natural azucarado Danone pack 4 x 120 g,Yogures y postres,Yogures naturales,KILO,2.08,1.0,Postres y yogures,otra
Yogur natural Danone pack 4 x 120 g,Yogures y postres,Yogures naturales,KILO,2.08,1.0,Postres y yogures,otra
Yogur desnatado de proteínas sabor fresa Danone pack 4 x 100 g,Yogures y postres,Yogures desnatados,KILO,4.98,1.99,Postres y yogures,otra
Yogur desnatado de proteínas sabor stracciatella Danone pack 4 x 100 g,Yogures y postres,Yogures desnatados,KILO,4.98,1.99,Postres y yogures,otra
Yogur natural desnatado rico en proteínas Reina vaso 180 g,Yogures y postres,Yogures desnatados,KILO,4.94,0.89,Postres y yogures,otra
Yogur desnatado sabor limón Vitalinea pack 4 x 125 g,Yogures y postres,Yogures desnatados,KILO,3.78,1.89,Postres y yogures,otra
Yogur desnatado sabor fresa Vitalinea pack 4 x 125 g,Yogures y postres,Yogures desnatados,KILO,3.98,1.99,Postres y yogures,otra
"Yogur desnatado sabor limón, fresa y piña Dia Láctea pack 6 x 125 g",Yogures y postres,Yogures desnatados,KILO,1.85,1.39,Postres y yogures,Dia Láctea
Yogur natural desnatado edulcorado Dia Láctea pack 6 x 125 g,Yogures y postres,Yogures desnatados,KILO,1.45,1.09,Postres y yogures,Dia Láctea
Yogur natural desnatado Dia Láctea pack 6 x 125 g,Yogures y postres,Yogures desnatados,KILO,1.45,1.09,Postres y yogures,Dia Láctea
Yogur cremoso con cereza y granola Dia Láctea vaso 230 g,Yogures y postres,Yogures de sabores y frutas,KILO,6.48,1.49,Postres y yogures,Dia Láctea
Yogur cremoso con naranja y granola Dia Láctea vaso 230 g,Yogures y postres,Yogures de sabores y frutas,KILO,6.48,1.49,Postres y yogures,Dia Láctea
Yogur cremoso con stracciatella Dia Láctea tarrina 1 Kg,Yogures y postres,Yogures de sabores y frutas,KILO,2.49,2.49,Postres y yogures,Dia Láctea
Yogur cremoso con melocotón y maracuyá Dia Láctea tarrina 1 Kg,Yogures y postres,Yogures de sabores y frutas,KILO,2.49,2.49,Postres y yogures,Dia Láctea
Yogur cremoso con fresa Dia Láctea tarrina 1 Kg,Yogures y postres,Yogures de sabores y frutas,KILO,2.49,2.49,Postres y yogures,Dia Láctea
Yogur líquido sabor melocotón y maracuyá Dia Láctea botella 1 Kg,Yogures y postres,Yogures de sabores y frutas,KILO,1.45,1.45,Postres y yogures,Dia Láctea
Yogur sabor limón Dia Láctea pack 4 x 125 g,Yogures y postres,Yogures de sabores y frutas,KILO,1.58,0.79,Postres y yogures,Dia Láctea
Yogur sabor coco Dia Láctea pack 4 x 125 g,Yogures y postres,Yogures de sabores y frutas,KILO,1.58,0.79,Postres y yogures,Dia Láctea
Yogur sabor galleta Dia Láctea pack 4 x 125 g,Yogures y postres,Yogures de sabores y frutas,KILO,1.58,0.79,Postres y yogures,Dia Láctea
Yogur sabor plátano Dia Láctea pack 4 x 125 g,Yogures y postres,Yogures de sabores y frutas,KILO,1.58,0.79,Postres y yogures,Dia Láctea
Yogur sabor vainilla desnatado enriquecido con proteínas Yopro pack 2 x 160 g,Yogures y postres,Yogures de sabores y frutas,KILO,8.72,2.79,Postres y yogures,otra
Yogur líquido con proteínas sabor fresa Yopro botella 300 g,Yogures y postres,Yogures de sabores y frutas,KILO,8.3,2.49,Postres y yogures,otra
Yogur líquido de fresa Dia Láctea pack 4 x 180 g,Yogures y postres,Yogures de sabores y frutas,KILO,2.76,1.99,Postres y yogures,Dia Láctea
Yogur artesanal con frambuesa Pastoret vaso 125 g,Yogures y postres,Yogures de sabores y frutas,KILO,7.12,0.89,Postres y yogures,otra
Yogur líquido con proteínas sabor vainilla Yopro botella 300 g,Yogures y postres,Yogures de sabores y frutas,KILO,8.3,2.49,Postres y yogures,otra
Yogur desnatado líquido sabor fresa Dia Láctea botella 1 Kg,Yogures y postres,Yogures de sabores y frutas,KILO,1.45,1.45,Postres y yogures,Dia Láctea
Yogur líquido sabor fresa y plátano Dia Láctea botella 1 Kg,Yogures y postres,Yogures de sabores y frutas,KILO,1.45,1.45,Postres y yogures,Dia Láctea
Yogur líquido sabor fresa Dia Láctea botella 1 Kg,Yogures y postres,Yogures de sabores y frutas,KILO,1.45,1.45,Postres y yogures,Dia Láctea
Yogur líquido sabor piña y coco Dia Láctea botella 1 Kg,Yogures y postres,Yogures de sabores y frutas,KILO,1.45,1.45,Postres y yogures,Dia Láctea
Leche fermentada sabor fresa sin lactosa Dia Láctea pack 4 x 125 g,Yogures y postres,Yogures de sabores y frutas,KILO,3.1,1.55,Postres y yogures,Dia Láctea
Yogur artesanal con melocotón y maracuyá Pastoret vaso 125 g,Yogures y postres,Yogures de sabores y frutas,KILO,7.12,0.89,Postres y yogures,otra
Yogur líquido sabor fresa y plátano Dia Láctea pack 4 x 180 g,Yogures y postres,Yogures de sabores y frutas,KILO,2.76,1.99,Postres y yogures,Dia Láctea
Yogur sabor macedonia Danone pack 4 x 125 g,Yogures y postres,Yogures de sabores y frutas,KILO,2.08,1.0,Postres y yogures,otra
Yogur sabor fresa Danone pack 4 x 120 g,Yogures y postres,Yogures de sabores y frutas,KILO,2.08,1.0,Postres y yogures,otra
Yogur sabor coco Danone pack 4 x 125 g,Yogures y postres,Yogures de sabores y frutas,KILO,2.08,1.0,Postres y yogures,otra
Yogur sabor limón Danone pack 4 x 125 g,Yogures y postres,Yogures de sabores y frutas,KILO,2.0,1.0,Postres y yogures,otra
"Yogur sabor coco, fresa, frutos del bosque y macedonia Danone pack 8 x 120 g",Yogures y postres,Yogures de sabores y frutas,KILO,2.07,1.99,Postres y yogures,otra
Yogur con frutas Dia Láctea pack 8 x 125 g,Yogures y postres,Yogures de sabores y frutas,KILO,2.1,2.1,Postres y yogures,Dia Láctea
Yogur griego natural con azúcar de caña Fidias de Dia tarrina 1 kg,Yogures y postres,Griegos y mousse,KILO,2.45,2.45,Postres y yogures,Dia
Yogur griego stracciatella Danone vaso 4 x 110 g,Yogures y postres,Griegos y mousse,KILO,3.39,1.49,Postres y yogures,otra
Yogur griego stracciatella Fidias de Dia pack 6 x 125 g,Yogures y postres,Griegos y mousse,KILO,2.53,1.9,Postres y yogures,Dia
Yogur griego con lima y limón Fidias de Dia pack 4 x 125 g,Yogures y postres,Griegos y mousse,KILO,3.38,1.69,Postres y yogures,Dia
Yogur griego con nueces Fidias de Dia pack 4 x 125 g,Yogures y postres,Griegos y mousse,KILO,3.38,1.69,Postres y yogures,Dia
Yogur griego stracciatella Oikos pack 4 x 110 g,Yogures y postres,Griegos y mousse,KILO,6.34,2.79,Postres y yogures,otra
Yogur griego con fresas Oikos pack 4 x 110 g,Yogures y postres,Griegos y mousse,KILO,6.34,2.79,Postres y yogures,otra
Yogur griego con plátano y caramelo Fidias de Dia pack 4 x 125 g,Yogures y postres,Griegos y mousse,KILO,3.78,1.89,Postres y yogures,Dia
Yogur griego con manzana y canela Fidias de Dia pack 4 x 125 g,Yogures y postres,Griegos y mousse,KILO,3.78,1.89,Postres y yogures,Dia
Yogur griego tarta de arándanos Oikos pack 2 x 110 g,Yogures y postres,Griegos y mousse,KILO,8.14,1.79,Postres y yogures,otra
Yogur griego con caramelo Oikos pack 2 x 110 g,Yogures y postres,Griegos y mousse,KILO,8.14,1.79,Postres y yogures,otra
Yogur griego con mora y frambuesa Fidias de Dia pack 4 x 125 g,Yogures y postres,Griegos y mousse,KILO,3.5,1.75,Postres y yogures,Dia
Yogur griego Fidias de Dia vaso 1 Kg,Yogures y postres,Griegos y mousse,KILO,2.45,2.45,Postres y yogures,Dia
Yogur griego natural azucarado Oikos pack 4 x 110 g,Yogures y postres,Griegos y mousse,KILO,6.34,2.79,Postres y yogures,otra
Yogur griego natural Oikos pack 4 x 110 g,Yogures y postres,Griegos y mousse,KILO,6.34,2.79,Postres y yogures,otra
Yogur griego natural Danone vaso 440 g,Yogures y postres,Griegos y mousse,KILO,3.39,1.49,Postres y yogures,otra
Yogur griego con fresa Fidias de Dia pack 6 x 125 g,Yogures y postres,Griegos y mousse,KILO,2.47,1.85,Postres y yogures,Dia
Yogur griego natural azucarado Fidias de Dia pack 6 x 125 g,Yogures y postres,Griegos y mousse,KILO,2.12,1.59,Postres y yogures,Dia
Yogur griego natural Fidias de Dia pack 6 x 125 g,Yogures y postres,Griegos y mousse,KILO,2.12,1.59,Postres y yogures,Dia
Yogur griego con fresa Fidias de Dia pack 4 x 125 g,Yogures y postres,Griegos y mousse,KILO,3.38,1.69,Postres y yogures,Dia
Petit de chocolate Nesquik pack 6 x 60 g,Yogures y postres,Yogures infantiles,KILO,4.97,1.79,Postres y yogures,Nesquik
Yogur de fresa líquido Dia Láctea pack 12 x 100 g,Yogures y postres,Yogures infantiles,KILO,1.99,2.39,Postres y yogures,Dia Láctea
Petit de fresa y plátano Dia Láctea pack 6 x 50 g,Yogures y postres,Yogures infantiles,KILO,3.17,0.95,Postres y yogures,Dia Láctea
Petit de fresa Dia Láctea pack 6 x 50 g,Yogures y postres,Yogures infantiles,KILO,3.17,0.95,Postres y yogures,Dia Láctea
Petit de fresa y plátano Dia Láctea pack 4 x 100 g,Yogures y postres,Yogures infantiles,KILO,3.13,1.25,Postres y yogures,Dia Láctea
Petit de fresa Dia Láctea pack 4 x 100 g,Yogures y postres,Yogures infantiles,KILO,3.13,1.25,Postres y yogures,Dia Láctea
Petit de fresa líquido Dia Láctea pack 4 x 80 g,Yogures y postres,Yogures infantiles,KILO,5.78,1.85,Postres y yogures,Dia Láctea
Yogur de fresa líquido Danonino pack 4 x 70 g,Yogures y postres,Yogures infantiles,KILO,9.25,2.59,Postres y yogures,otra
Petit de fresa y plátano Danonino pack 6 x 50 g,Yogures y postres,Yogures infantiles,KILO,4.8,1.44,Postres y yogures,otra
Yogur azucarado y galleta con chocolate blanco Reina pack 2 x 143 g,Yogures y postres,Yogures infantiles,KILO,6.61,1.89,Postres y yogures,otra
Yogur con fresas y grageas de chocolate con leche Nestlé pack 2 x 128 g,Yogures y postres,Yogures infantiles,KILO,8.65,1.99,Postres y yogures,otra
Yogur azucarado y trocitos de galleta con chocolate Nestlé pack 2 x 115 g,Yogures y postres,Yogures infantiles,KILO,8.65,1.99,Postres y yogures,otra
Petit de fresa Danonino pack 6 x 50 g,Yogures y postres,Yogures infantiles,KILO,4.8,1.44,Postres y yogures,otra
Yogur líquido con proteínas sabor stracciatella Yopro botella 300 g,Yogures y postres,Yogures de soja y enriquecidos,KILO,8.3,2.49,Postres y yogures,otra
Yogur líquido con proteínas sabor mango Yopro botella 300 g,Yogures y postres,Yogures de soja y enriquecidos,KILO,8.3,2.49,Postres y yogures,otra
Yogur líquido de soja fresa tipo skyr alto en proteína Alpro vaso 400 g,Yogures y postres,Yogures de soja y enriquecidos,KILO,6.48,2.59,Postres y yogures,otra
Yogur vegetal de coco natural Alpro tarrina 350 g,Yogures y postres,Yogures de soja y enriquecidos,KILO,7.4,2.59,Postres y yogures,otra
Yogur de soja sabor frutos rojos Alpro vaso 400 g,Yogures y postres,Yogures de soja y enriquecidos,KILO,6.48,2.59,Postres y yogures,otra
Yogur de soja sabor mango Alpro vaso 400 g,Yogures y postres,Yogures de soja y enriquecidos,KILO,6.48,2.59,Postres y yogures,otra
Postre vegetal de soja sabor vainilla Vegedia pack 4 x 100 g,Yogures y postres,Yogures de soja y enriquecidos,KILO,3.73,1.49,Postres y yogures,otra
Yogur de soja con arándanos Alpro vaso 400 g,Yogures y postres,Yogures de soja y enriquecidos,KILO,5.73,2.29,Postres y yogures,otra
Yogur de soja sabor vainilla Alpro vaso 400 g,Yogures y postres,Yogures de soja y enriquecidos,KILO,5.73,2.29,Postres y yogures,otra
"Yogur de soja sabor melocotón, piña y fruta de la pasión Alpro pack 4 x 125 g",Yogures y postres,Yogures de soja y enriquecidos,KILO,5.18,2.59,Postres y yogures,otra
Yogur natural de soja con coco Alpro vaso 400 g,Yogures y postres,Yogures de soja y enriquecidos,KILO,5.73,2.29,Postres y yogures,otra
Yogur natural con avena Alpro vaso 400 g,Yogures y postres,Yogures de soja y enriquecidos,KILO,5.73,2.29,Postres y yogures,otra
Yogur de soja sabor arándanos y frutos rojos Alpro pack 4 x 125 g,Yogures y postres,Yogures de soja y enriquecidos,KILO,5.18,2.59,Postres y yogures,otra
Postre vegetal de soja sabor chocolate Vegedia pack 4 x 100 g,Yogures y postres,Yogures de soja y enriquecidos,KILO,3.73,1.49,Postres y yogures,otra
Yogur de stracciatella enriquecido con proteínas Yopro pack 2 x 160 gr,Yogures y postres,Kéfir y otros yogures,KILO,8.72,2.79,Postres y yogures,otra
Postre lácteo natural alto en proteína Dia Láctea vaso 300 g,Yogures y postres,Kéfir y otros yogures,KILO,3.63,1.09,Postres y yogures,Dia Láctea
Kéfir desnatado Pastoret vaso 500 g,Yogures y postres,Kéfir y otros yogures,KILO,4.9,2.45,Postres y yogures,otra
Kéfir Activia tarrina 420 g,Yogures y postres,Kéfir y otros yogures,KILO,5.21,2.19,Postres y yogures,otra
Kéfir de cabra Suerte Ampanera vaso 420 g,Yogures y postres,Kéfir y otros yogures,KILO,7.5,3.15,Postres y yogures,otra
